AID,AName,Description,Benefits,Contraindications,Breathing,awareness,You tube Vdo link,Photo,References,Pain,Variations,Level
73,TADASANA,"Stand with the feet together or about 10 em apart, and the arms by the sides. Steady the body and distribute the weight equally on both feet. Raise the arms over the head. Interlock the fingers and turn the palms upward. Place the hands on top of the head. Fix the eyes at a point on the wall slightly above the level of the head. The eyes should remain fixed on this point throughout the practice. Inhale and stretch the arms, shoulders and chest upward. Raise the heels, coming up onto the toes. Stretch the whole body from top to bottom, without losing balance or moving the feet. Hold the breath and the position for a few seconds. At first it may be difficult to maintain balance, but with practice it becomes easier. Lower the heels while breathing out and bring the hands to the top of the head. This is one round. Relax for a few seconds before performing the next round. Practise 10 rounds.","This asana develops physical and mental balance. The entire spine is stretched and loosened, helping to clear up congestion of the spinal nerves at the points where they emerge from the spinal column. It helps to increase height by stretching. the muscles and ligaments, enabling growing bones to grow longer .Tadasana stretches the rectus abdomini muscles and the intestines, and is useful during the first six months of pregnancy to keep the abdominal muscles and nerves toned",,"Inhale while raising the arms, retain or breathe normally in the stretch, and exhale while lowering the arms.",": Physical - on the stretch of the whole body from top to bottom, and on maintaining balance and on the breath. Spiritual - initially on mooladhara chakra to provide stability. Once balance is achieved, change to ajna chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsqq6LPRLwhDwos7ZTeMUj179MA7Pk4ZRy5g&s,,Digestive Discomfort,"Variation I: Tadasana may also be performed while gazing up at the interlocked fingers. It will be slightly more difficult to maintain balance in the final position. Variation 2: Stand in tadasana with both arms overhead. While balancing on the toes, lift one leg and extend it either forward or backward. Repeat with the other leg. Practise 10 times.",Beginners
74,TIRYAKA TADASANA,"Stand with the feet more than shoulder width apart. Fix the gaze on a point directly in front. Interlock the fingers and turn the palms outward. Raise the arms over the head, stretching upwards. Bend to the right side from the waist. Do not bend forward or backward or twist the trunk. Hold the position for a few seconds, then slowly come back to the upright position. Repeat on the left side.This completes one round. Practise 1 0 rounds. To end the practice, return to the upright position, release the hands, bringing the arms down to the sides.","As for tadasana, but it especially massages, loosens and exercises the sides of the waist. It balances the right and left groups of postural muscles.",,"Inhale raising the anns, exhale while bending to the side, inhale to centre. Exhale while releasing the posture.",Physical - on keeping the balance and the stretch along the side of the body. On keeping the body and head facing forward while bending to the sides without twisting. On the breath synchronized with the movement. Spiritual - on mooladhara or manipura chakra.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYzxVGtQQ4cNeiargcGARwiS0DitVGPav03w&s,,Postural Pain,,Beginners
75,KATI CHAKRASANA,"Stand with the feet about shoulder width apart and the arms by the sides. Raise the arms to shoulder level, then twist the body to the right. Bring the left hand to the right shoulder and wrap the right arm around the back, bringing the right hand around the left side of the waist. Look over the right shoulder as far as is comfortable Keep the back of the neck straight and imagine the top of the spine is the fixed point around which the head turns. Hold for two seconds, accentuate the twist, gently stretching the abdomen. Return to the starting position. Repeat on the other side to complete one round. Keep the feet firmly on the ground while twisting. Relax the arms and back as much as possible throughout the practice. Do not strain. The movement should be relaxed and spontaneous. Perform the rotation smoothly, without jerking or stiffness. Practise 5 to 1 0 rounds.","This asana tones the neck, shoulders, waist, back and hips. It is useful for correcting back stiffness and postural problems. The relaxation and twisting movement induces a feeling of lightness and may be used to relieve physical and mental tension at any time during the day.",,Inhale raising the arms. Exhale twisting to the side. Inhale returning to the centre. Exhale while releasing the posture,"On the stretch of the abdomen and spinal muscles, and on the breathing synchronized with the movement.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLnahzmuaM4mjat4qpxoS6dfFsXFGpmqjj-Q&s,,Writer's Cramp,,Beginners
76,TIRYAKA KATI CHAKRASANA,"Stand erect with the feet about shoulder width apart. Interlock the fingers in front of the body. Raise the arms over the head and rotate the wrists, turning the palms out. Bend foJWard from the hips to form a right angle between the legs and trunk. Watch the back of the hands and keep the back straight. Slowly swing the arms and trunk to the right as far as is comfortable, then to the left and then back to the centre. Return to the upright position and lower the arms. Practise 5 to 1 0 times.","As for kati chakrasana. This asana also strengthens the back muscles, and improves balance and coordination.","This asana is quite strenuouus and should not be practised by those with back problems, slipped disc or sciatica.",Inhale while raising the arms. Exhale while bending foiWard. Hold the breath while swinging from side to side. Inhale while raising the trunk and exhale while lowering the arms,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2hds66BEu9890ba--s_mJ8alFrdNJeP-YKQ&s,,Congestion Relief,,Beginners
77,MERU PRISHTHASANA,Stand erect with the feet shoulder width apart and the toes turned slightly out to the side. Place the fingers of both hands on the shoulders with the elbows pointing sideways. This is the starting position. Twist the upper torso to the right as far as is comfortable and then return to the centre. Repeat on the left side. Practise 5 to 10 times on each side,"This asana stretches the spine, tones the back muscles and redistributes excess weight from the waistline.",People with stiff backs or backache should avoid this asana.,: Inhale while raising the fingers to the shoulders. Exhale while twisting to the sides. Inhale when returning to the centre. Exhale while lowering the arms.,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1Pjjm63Y5VI-JTOlgl9LK-LCo9vFJaxh_4A&s,,Postural Problems,"After twisting to the side, bend from the hips to form a right angle, keeping the legs straight. The head, neck and spine should be in one straight line. The elbows should be level with the shoulders. Stay in the position for up to 5 seconds. Return to the upright position and twist to the front. Repeat on the other side.",Beginners
78,UTTHANASANA,"Stand erect with the feet about one metre apart. Tum the toes out to the sides where they remain throughout the practice. Interlock the fingers of both hands and let them hang loosely in front of the body. Stage I : Slowly bend the knees and lower the buttocks about 20 em. The knees should bend outward over the toes and the spine should be straight. Straighten the knees and return to the upright position. Stage 2: Bend the knees and descend about half a metre. Again return to the upright position. Stage 3: Bend the knees and lower the buttocks until the hands are about 30 em above the floor and then rise again. Stage 4: Finally, lower the buttocks until the hands rest on or as near as possible to the floor. Keep the arms and shoulders loose and avoid bending forward. Stay in the final position for a few seconds. Then return to the upright position and relax the body.","This asana strengthens the muscles of the middle of the back, the pelvis, uterus, thighs, knees and ankles.",People with knee problems should practise only the initial stages. Do not strain. Not to be practised by women suffering from prolapse of the uterus. During pregnancy practise only the first 2 stages.,Exhale while lowering the body. Inhale while raising the body.,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOmVSwqm2pJMO_o3r1Z5zmQ2-Hry_mPvDlbw&s,,Weight Redistribution,,Beginners
80,SAMAKONASANA,"Stand with the feet together and the arms by the sides. Raise the arms straight up above the head. Bend the wrists so that the fingers are pointing forward. Allow the hands to hang limp. Arch the back slightly, pushing the buttocks out a little. Slowly bend forward at the hips, keeping the legs straight, until the back is horizontal and forn1s a right angle with the legs. Keep the head, neck and spine in a straight line. Hold the final position for up to 5 seconds. Slowly return to the upright position, with the arms, head and back in a straight line. Lower the arms. Practise 5 to 10 rounds",This asana works specifically on the shoulders and the back directly behind the chest. It rectifies tension and poor posture.,"This asana should not be practised by those suffering from acute sciatica. To avoid strain, people with backache should take care to bend from the hips and not fi·om the waist.",: Inhale while raising the arms above the head. Exhale while bending forward. Hold the breath in the final position. Inhale while raising the trunk. Exhale while lowering the arms,"Physical - on keeping the spine straight and maintaining balance, and on synchronizing the movement with the breath. Spiritual - on anahata chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIty9lHRQzaxgFT6cGouBTID0pp7mEqkb30Q&s,,Preparation Calmness,,Beginners
81,DWIKONASANA,"Stand erect with the feet 30 em apart. Extend the arms behind the back and interlock the fingers. This is the starting position. Bend fonvard from the hips so that the back and face are parallel with the floor. Raise the anus behind the back as high as possible without strain. The arms act as a lever and accentuate the stretch given to the shoulders and chest. Remain in the final position for a short time, lower the arms to the back, and then return to the upright position. Repeat up to 1 0 times.","This asana strengthens the muscles between the upper spine and the shoulder blades, and develops the chest and neck. It is especially good for young, growing bodies",,Inhale while standing erect. Exhale while bending forward. Inhale while raising the arms. Exhale while lowering the arms. Inhale while returning to the upright position,"Physical - on the stretch of the arms, shoulders and upper back, on keeping the back straight and parallel to the floor, and on synchronizing the movement with the breath. Spiritual - on anahata chakra",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgC6y3oaRH9xbMZpku1QH3uLm3UkN7xApnpA&s,,Postural Defects,,Beginners
82,TRIKONASANA,"Stand erect with the feet more than shoulder width apart and raise the arms sideways to shoulder level. This is the starting position. Bend forward. Twist the trunk to the right, bringing the left hand to the right foot. The right arm should be stretched vertically so that both arms form a straight line. Look up at the right hand. Hold the final position for a few seconds, feeling the twist and stretch of the back. Return to the centre forward position. Raise the body to the starting position, keeping the arms outstretched to the sides. Repeat to the other side. This is one round. Do not lower the arms. Practise 5 to 10 rounds.","This series affects the muscles on the sides
of the trunk, the waist and the back of the legs. It stimulates
the nervous system and alleviates nervous depression. It
improves digestion. It also strengthens the pelvic area and
tones the reproductive organs. Regular practice will help
to reduce waistline fat. ",should not be performed by those suffering from back conditions.,Inhale in the starting position. Exhale while bending forward and twisting. Hold the breath for a few seconds in the final position. Inhale while twisting back to the centre and when standing up to release the pose.,": Physical - on the balance and stretch on the side of the trunk in the final position, and on coordinating the movement with the breath. Spiritual - on manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFPmFsXGmOTBJyMTzwSRXhTpW-7lmKichD2A&s,,Shoulder Pain,"Stand erect with the feet more than shoulder width apart. Turn the right foot to the right side. Stretch the arms sideways and raise them to shoulder level so that they are in one straight line. Bend to the right, taking care not to bring the body forward. Simultaneously bend the right knee slightly. Place the right hand on the right foot, keeping the two arms in line with each other. Turn the left palm forward. Look up at the left hand in the final position. Return to the upright position with the arms in a straight line. Repeat on the other side, bending the left knee slightly. This completes one round. Practise 5 to 1 0 rounds.",Beginners
83,UTTHITA LOLASANA,"Stand erect with the feet a metre apart. Raise the arms over the head, keeping the elbows straight. Bend the wrists fotward so that the hands hang limp. Bend fotward and swing the trunk oown from the hips, allowing the arms and head to swing through the legs. After this initial major swing, allow the body to swing gently and spontaneously a few times. Then balance for a few moments while the trunk hangs down from the hips. Be tension-free like a rag doll. Return smoothly to the upright position with the arms raised, then lower the arms to the sides. Repeat up to 5 times.","This asana helps to remove tiredness by stimulating the circulation and toning the spinal nerves. It stretches the han1strings and back muscles, loosens the hips and massages the visceral organs. This is an excellent prepranayama practice as it opens up all the alveoli and helps drainage of stagnant mucus. It has the added benefits of inverted asanas, especially on the brain.","Not to be practised by people who suffer fi·o•n vertigo, high blood pressure or back conditions. Cautions for inverted postures apply.","Inhale fully through the nose while raising the arms. Exhale forcefully through the mouth on each downward swing to make sure all the stagnant air has been expelled fro1n the lungs. While swinging up, inhalation will be a reflex action only, but the lungs en1pty totally on the down swing. For added effect, the sound 'ha' may be made with each forced exhalation. This sound should come from the abdomen and not the throat, so the movement of the diaphragm is emphasized. Inhale while returning to the upright position.","On the back, keeping the body loose, and on the rhythmic swinging movement synchronized with the movement of the diaphragm and the breath.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgR9RKTO5DawINyVmOZ_EDYeVAZVK1NaqXpQ&s,,Back Stiffness,"To strengthen the back, after the first major swing downwards, on the subsequent upward swing, raise the trunk so that it is parallel to the floor. On the downward swing bring the hands as far back as comfortable behind the feet.",Beginners
84,DOLASANA,"Stand with the feet more than shoulder width apart. Raise the arms and interlock the fingers behind the neck with the elbows pointing sideways. Turn slightly to the right and bend forward, keeping the feet firmly on the ground. Bring the head as close as comfortable to the right knee. The legs should remain straight throughout the practice. Swing the upper torso from the right to the left knee and back to the right knee. Repeat 3 times. Return to the centre and stand upright. Repeat with the swing starting from the left knee. This is one round, and is usually sufficient.","This asana strengthens the hamstrings and back muscles, makes the back supple and tones the spinal nerves. It improves the blood circulation to the head and face.","Not to be performed by people suffering from vertigo, high blood pressure, sciatica or hiatus hernia. Cautions for inverted postures apply.",Take a deep breath in while standing. Exhale while bending forward. Hold the breath out while swingiing from side to side. Inhale while coming up into the standing position.,Physical - on the stretch of the back and the balance. Spiritual - on swadhisthana chakra.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4dzoJWMgWUXiVlz9S53Kk9xEcCsfzMA0FZg&s,,Intestinal Health,,Beginners
85,PRANAMASANA,"Keep the eyes closed. Remain standing upright with the feet together. Slowly bend the elbows and place the palms together in front of the chest in namaskara mudra, mentally offering homage to the sun, the source of all life. Relax the whole body.",This pose establishes a state of concentration and calmness in preparation for the practice to be performed.,,Breathe normally,Physical - on the chest area. Spiritual - on anahata chakra.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqN5NfcvK9ujmLUTCTkBoXbHIhRY11xeUjdw&s,,Back Tension,,Beginners
87,PADAHASTASANA,Bend fotward from the hips until the fingers or palms of the hands touch the floor on either side of the feet. Bring the forehead as close to the knees as is comfortable. Do not strain. Keep the knees straight.,,"People with back conditions should not bend fotward fully. Bend from the hips, keeping the spine straight, until the back forms a ninety degree angle with the legs, or bend only as far as is comfortable. Cautions for inverted postures apply.",Exhale while bending fotward. Contract the abdomen in the final position to expel the maximum mnount of air from the lungs.,Physical - on the back and pelvic region. Spiritual - on swadhisthana chakra.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpy-czmjaL6u5TnlkRMzTqNG9U4L3MSDIIRQ&s,,Nervous Depression,,Beginners
89,PARVATASANA,"Keep the hands and right foot still, and take the l«;ft foot back beside the right foot. Simultaneously, raise the buttocks and lower the head between the arms so that the back and legs form two sides of a triangle. The legs and arms straighten in the final position and the heels come down towards the floor in the fmal pose. Bring the head and shoulders towards the knees. Do not strain.","This pose strengthens the nerves and muscles in the limbs and back. It helps to increase height by stretching muscles and ligaments, enabling growing bones to grow longer. Circulation is stimulated, especially in the upper spine between the shoulder blades.",Cautions for inverted postures apply,Exhale while taking the left leg back,"Physical - on the stretch through the Achilles tendons, the back of the legs, shoulders and throat region, and on relaxing the hips . Spiritual - on vishuddhi chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqLjWQhelX7QQlGxrIwwHOjDlFgXDzVlHzsg&s,,Improved Circulation,,Beginners
90,ASHTANGA NAMASKARA,"Keep the hands and feet in place.
Lower the knees, chest and chin to the floor; the feet will
come up on to the toes.
In the final position only the toes, knees, chest, hands and
chin touch the floor. The knees, chest and chin should
touch the floor simultaneously. If this is not possible, first
lower the knees, then the chest, and fmally the chin.
The buttocks, hips and abdomen should be raised.","This pose strengthens the leg and arm muscles,
develops the chest and exercises the region of the spine
between the shoulder blades.","People with serious back problems, high
blood pressure or heart conditions should not do this
practice.","The breath is held out in this pose. There is no
respiration.","Physical - on the arch in the lower back and on
the abdominal region.
Spiritual - on manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR_bnGyEqqCtbQy-zF7cqCPZJlctfJphcCoA&s,,Preparation Calmness,,Beginners
91,Bhujangasana (cobra pose),"Keep the hands and feet in place.
Slide the chest fotward and raise first the head, the shoul-
ders, then, straightening the elbows, arch the back into
the cobra pose. This will lower the buttocks and hips to the
floor.
Bend the head back and direct the gaze upward to the
eyebrow centre.
The thighs and hips remain on the floor and the arms
support the trunk.
Unless the spine is very flexible the arms will remain slightly
bent.",,"Not advised for people suffering from peptic ulcer, hernia, intestinal tuberculosis or hyper-
thyroidism.",Inhale while raising the torso and arching the back.,Physical - on relaxation of the spine. Spiritual - on swadhisthana chakra.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJdlRBQhbrjtP0Ljknke7vgAcWiVQ3MYM7Gw&s,,Postural Defects,,Beginners
92,Yogamudrasana (psychic union pose),"Sit in padmasana and close the eyes.
Relax the body for some time, breathing normally.
Hold one wrist behind the back with the other hand.
Inhale deeply.
While exhaling, bend fotward, keeping the spine straight.
Bring the forehead to the floor or as close as is comfortable.
Relax the whole body in the final position, breathing slowly
and deeply. Be aware of the pressure of the heels on the
abdomen.
Stay in the final position for as long as is comfortable.
Do not strain the back, ankles, knees or thighs by forcing
the body into the posture or staying in it for too long.
Slowly return to the starting position.
Repeat the pose with the legs crossed the other way around.","This is an excellent asana for massaging the abdominal
organs, removing constipation and indigestion. It stretches
the back, freeing the spinal nerves which emerge from the
spaces between the vertebrae, thus contributing to good
general health. Yogamudrasana is used to awaken manipura
chakra.","People with serious eye, back or heart
conditions, or with high blood pressure, and those in the
early post -operative or post -delivery period should not
attempt this asana.","Inhale slowly and deeply in the starting position.
Exhale while bending fotward.
Breathe deeply and slowly in the final position.
Inhale while returning to the starting pose.","Physical - on the back, abdomen or breathing.
Spiritual - on manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLSDm-ysEjsy_RLc1W_0O8ZeSqfF5bI0FqpA&s,,Peptic Ulcer,"(for beginners)

This variation follows the same method as the basic tech-
nique except that instead of remaining in the final posi-
tion, the body is raised and lowered a number of times.

It is particularly useful for those who are stiff and cannot
touch the floor with their foreheads. Synchronize the
movement with the breath.",Intermediate
93,Matsyasana (fish pose),"Sit in padmasana and relax the whole body.
Carefully bend backward, supporting the body with the
arms and elbows. Lift the chest slightly, take the head back
and lower the crown of the head to the floor.
Hold the big toes and rest the elbows on the floor.
Adjust the position of the head so that the maxilnum arch
of the back is attained.
Relax the arms and the whole body, allowing the head,
buttocks and legs to support the weight of the body.
Close the eyes and breathe slowly and deeply.
Return to the starting position, reversing the order of
movements.
Repeat the asana, with the legs crossed the other way.","This asana stretches the intestines and abdominal
organs and is useful for all abdominal ailments. To remove
constipation, drink 3 glasses of water and then perform
this asana. It also relieves inflamed and bleeding piles.
This practice is very good for asthma and bronchitis as it
encourages deep respiration. It recirculates stagnant blood
in the back, alleviating backache. It regulates the function
of the thyroid gland and stimulates the thymus gland,
boosting the immune system.
The pelvic region is given a good stretch and the pressure
of the feet on the thighs greatly reduces blood circulation
in the legs, diverting it to the pelvic organs. Youthfulness
and vitality are increased.","People who suffer from heart disease,
peptic ulcers, hernia, back conditions or any serious illness
should not practise this asana. Pregnant women should
also not attempt it.",Breathe deeply and slowly in the final position.,"Physical - on the abdomen, chest, neck and head
or breath.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqz82D5pnJ9js_cxrSjcq2E56AacE_5vyrlQ&s,,High Blood Pressure,"Variation I : This variation follows the basic technique except
for the position of the hands.
Interlock the fingers of both hands. Place the hands behind
the head and rest the back of the head in the open palms.
Variation 2: (for beginners)
Sit with the legs stretched forward.
Fold one leg, placing the foot on the opposite thigh as in
ardha padmasana, the half lotus pose.
Keep the other leg straight in front of the body.
Slowly bend backward, using the elbows for support, and
lower the crown of the head to the floor.
Hold the foot of the bent leg with both hands.
Accentuate the arch of the back as much as possible without
straining.
Relax the whole body and close the eyes.
Remain in the final position for a comfortable length of
time and then return to the starting position.
Repeat the same pose with the other leg folded.
As an alternative, rest the back of the head on the floor
instead of the top of the head.

Variation 3

Variation 3: (for beginners)
Stretch both legs straight in front of the body.
Lean backward, using the arms for support, and rest the
top of the head on the floor. Arch the back and place both
palms on the thighs or let them rest on the floor. As an
alternative, this can be done from the lying position. Return
to the starting position after some time in the final position.",Intermediate
94,Gupta Padmasana (hidden lotus pose),"Assume padmasana.
Place the hands on the floor in front of the knees. Leaning
on the arms, raise the buttocks and stand on the knees.
Slowly lower the front side of the body to the floor in the
prone position.
Rest the chin on the floor.
Place the palms together behind the back.
The fingers may point downward, or upward in hamsa
mudra. If possible, touch the back of the head with the
middle fingers.
Close the eyes and relax the whole body.
Return to the starting position, cross the legs the other
way and repeat the asana.","This asana helps to correct postural defects of the
spine and so is useful in achieving a productive meditation
posture. It may be used as a relaxation pose as it induces
peace, stability and emotional balance.",,Normal and unrestrained in the final position.,"Physical - on relaxation of the whole body and
mind, and on the breath.
Spiritual - on anahata chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStQ_dJxn5MigCkMI_WOQWXoIWXS1uVMGrOtw&s,,Heart Condition,"For complete relaxation, the hands may rest on the
floor beside the body with the palms upward. Also the
head can be turned to one side, resting one cheek on the
floor. After some time, gently turn the head to the other
side for an equal length of time.",Intermediate
95,Baddha Padmasana (locked lotus pose),"Sit in padmasana.
Take the arms behind the back and cross them.
Exhale, leaning fotward slightly, and reach for the right
big toe with the right hand and the left big toe with the left
hand.
If it is difficult to grasp the toes, stretch the shoulders back
so that the shoulder blades are brought nearer to each
other. Hold the big toe of the foot which is uppermost
first.
Remain in the final position for as long as is comfortable.
Return to padmasana, cross the legs the other way around
and repeat the practice."," It alleviates pain in the shoulders, arms and back. It
encourages normal growth in children with poorly
developed chests. Spiritually, it is used in the process of
awakening kundalini.","People with serious eye, back or heart

conditions, or with high blood pressure, hernia or hydro-
cele should not practise this asana or its variation, also

those in the early post-operative or post-delivery period.",Deep and slow in the final position.,"Physical - on the abdomen or breathing process.
Spiritual - on anahata chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8pTwUZ3KLVlpOm19WLGBKXWhJcYahZ30kyA&s,,Shoulder Pain,"Sit in baddha padmasana.
Inhale deeply then while exhaling bend forward without
straining and try to touch the forehead to the floor.
Remain in the final position while comfortable with normal
breathing. Inhale while returning to the upright position.
Gently release.",Intermediate
96,Garbhasana (womb pose),"Sit in padmasana. Insert an ann between the thigh and
calf of each leg and bend the elbows under the calves.
Fold the arms upward and raise the legs. Hold the ears,
balancing the whole body on the coccyx.
The eyes may be open or closed.
Maintain the final position for as long as is comfortable.
Let go of the ears, lower the legs and slowly release the
arms from the legs.
Cross the legs the other way around and repeat the pose.
This asana may also be performed lying on the back.","This asana has a regulating effect on the adrenal
glands and calms an excited mind. It helps emotional
stability generally, giving a sense of security, while those
who experience uncontrollable anger may practise this
pose regularly. It massages and tones the abdominal organs,
stimulates the digestive fire and increases the appetite. It
also develops the sense of balance.",,"Exhale while bringing the hands to the ears.
Breathe normally in the final position.
In the final position the breath will be shallow because the
stomach and lungs are compressed.","Physical - on the compression of the abdomen,
on maintaining balance, and on the breath.
Spiritual - on manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStpDoQG6nY3G80FVWc-bvAb_vGBIwgbbq0Bg&s,,Anger Management,,Intermediate
97,Tolangulasana (weighing scale pose),"Sit in padmasana.
Slowly and carefully lower the back to a 45° angle with the
floor, using the hands and elbows to assist the movement.
Place the palms of the hands underneath the buttocks.
Raise the trunk and legs so that the whole body is supported
only on the buttocks and forearms.
Perform jalandhara bandha. Advanced practitioners may
also practise moola bandha.
Remain in the final position for a comfortable period of
time without straining. Slowly lower the body to the floor.
Repeat up to 5 times.","This asana tones the abdominal organs and lower

abdominal muscles, and removes excess weight. It strength-
ens the back, and especially the thigh muscles. It induces

a state of relaxation and equanimity.",,"Inhale in the raised position and retain the breath
while doing jalandhara bandha. Do not retain the breath
for longer than is comfortable.
Release jalandhara bandha and exhale while returning to
the starting position.","Physical - on the sense ofbalance and tranquillity
and on retention of the breath.
Spiritual - on vishuddhi chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQEXBrOQ9uEGj22nKDHnL7ncV-qqn4C7rAug&s,,Weight Reduction,,Intermediate
98,Saral Bhujangasana (easy cobra pose),"Lie flat on the stomach with the forehead resting on the
floor, the legs straight, feet together, and the soles of the
feet uppermost.
Bend the arms and place the forearms on the floor with
the palms downward on each side of the head. The
fingertips point forward, but are in line with the crown of
the head. The forearms and elbows are close to the body.
Relax the whole body.
Raise the head, shoulders and chest by bringing the upper
arms to the vertical position.
The elbows, forearms and hands will remain on the floor.
Relax in the position for a comfortable length of time and
then slowly lower the body.
This is one round.","This asana strengthens the arms and shoulders and
is especially good for stiff backs.",,"Inhale while raising the head, shoulders and chest.
Exhale while lowering to the floor.
Breathe normally in the final position.","Physical - on the sensation in the arms and shoul-
ders, on relaxing the back, and on the breath.

Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf6O95RlIF_Ok9fDYVUQHUPgqQEgD3e6fcfw&s,,Back Stiffness,,Intermediate
99,Tiryaka Bhujangasana (twisting cobra pose),"Lie flat on the stomach with the legs separated about half
a metre. The toes should be tucked under and the heels
raised so that the foot rests on the ball of the foot.
Place the paln1s of the hands flat on the floor, below and
slightly to the side of the shoulders.
The fingers should be together and pointing forward. The
arms should be positioned so that the elbows point
backward and are close to the sides of the body.
Rest the forehead on the floor and close the eyes.
Relax the whole body, especially the lower back.
Slowly raise the head, neck and shoulders.
Straightening the elbows, raise the trunk as high as
con1fortable. Use the back muscles more than the arm
Inuscles.
The head should be facing forward, instead of bending
backward as in bhujangasana.
Twist the head and upper portion of the tn1nk, and look
over the left shoulder.
Gaze at the heel of the right foot.
In the final position, the arms ren1ain straight or slightly
bent as the shoulders and trunk are twisted.
Relax the back and keep the navel close to the floor.
Stay in the final position for a few seconds.
Face forward again and repeat the twist on the other side

200

without lowering the trunk.
Return to the centre and lower the body to the floor.
This is one round. Practise 3 to 5 rounds.","As for bhujangasana, with increased influence on
the arms and the intestines.",,"Inhale while raising the torso.
Exhale while twisting to the side, inhale to centre, exhale
to the other side and again inhale to centre.
Exhale while lowering the torso to the floor.","Physical - on the stretch of the muscles of the
back and intestines, and the diagonal stretch of the
abdomen.
Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1MCna8gYn1Du4Hnk9DIS0ZPCvv-dn9XCGcA&s,,Intestinal Health,,Intermediate
100,Sarpasana (snake pose),"Lie flat on the stomach with the legs straight and the feet
together.
Interlock the fingers and place the hands on top of the
buttocks. Place the chin on the floor.
This is the starting position.
Using the lower back muscles, raise the chest as far as
possible from the floor.
20 1

Push the hands further back and raise the arms as high as
is comfortable. Imagine the arms are being pulled from
behind.
Raise the body as high as possible without straining.
Squeeze the shoulder blades together and look fotward.
Hold for as long as is comfortable.
Slowly return to the starting position and relax the whole
body. Release the hands and relax the arms by the sides of
the body. Tum the head to one side.
This is one round. Practise up to 5 rounds.","Basically the same benefits as for bhujangasana; in
addition sarpasana helps to correct the posture, particularly
rounded shoulders, and has a profound strengthening
effect on the back muscles.","People suffering from peptic ulcer, hernia,
intestinal tuberculosis or hyperthyroidism should not
practise this asana without the guidance of a competent
teacher.
People with heart conditions and high blood pressure
should not perform this asana.","Inhale deeply and slowly in the starting position
prior to raising.
Retain while raising and in the final position.
Exhale while lowering.","Physical - on the uniform contraction of the spinal
muscles and arms.
Spiritual - on anahata chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnpblaTeodd4-UORedKk0R2qPxZ2qtwTKROw&s,,Posture Correction,,Intermediate
